Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°),Weather Condition,Energy (j)
5.713737965,532.6390244,85.97753143,Sunny,817.4644165
5.828674793,568.7078055,90.05490112,Windy,879.7988892
6.020589828,630.9583588,86.89231873,Cloudy,951.2285156
5.566068172,488.2079194,92.99828339,Windy,843.3892212
5.602399826,498.9451155,89.061203,Rainy,871.3751831
5.752931118,544.7892292,90.49577332,Sunny,891.1118164
6.256250858,713.9018582,100.8873978,Windy,883.1251221
5.878662109,584.8142626,105.6659012,Cloudy,654.2595825
5.313576221,416.9359434,106.1584015,Sunny,515.0449219
5.098633766,360.605455,104.2422028,Windy,477.8468018
5.402994156,441.522451,106.7173004,Cloudy,504.7067871
4.648723125,254.1604698,109.9604034,Rainy,348.1600037
4.675095081,260.0098028,108.7419968,Sunny,296.0134888
4.213506222,163.6956242,108.2145004,Windy,255.2416992
4.417449951,204.7280825,109.2955017,Cloudy,258.3121948
4.388122082,198.6869624,112.0574036,Rainy,249.2194061
5.301136017,413.5703937,118.8687973,Rainy,425.2803955
6.029922009,634.1300128,122.5814972,Sunny,566.0112305
5.721092224,534.9072761,126.737999,Sunny,513.1687012
5.59363699,496.3439589,131.1578979,Windy,472.5159912
5.953317165,609.354587,127.2651978,Cloudy,492.1124878
4.747572899,276.3222432,122.8183975,Rainy,270.4773865
5.255426884,401.3176706,122.0468979,Rainy,355.2250061
4.871133804,304.9611002,119.6437988,Sunny,288.4397888
5.436513901,450.9210359,126.4070969,Windy,429.365387
4.714985847,268.9445202,137.2913055,Cloudy,281.8738098
4.946319103,322.9206654,138.5556946,Sunny,260.0133972
4.522221088,226.7180254,136.7290039,Windy,194.195694
4.213234901,163.6425044,140.5498962,Cloudy,130.5039978
3.54001689,56.60999975,208.2617035,Rainy,49.84772873
5.677199841,521.4486924,188.3688049,Sunny,569.6486816
6.62667799,856.4404274,200.155304,Sunny,812.0880127
7.881015778,1462.613321,211.1813049,Windy,1248.901978
7.373727798,1193.518554,207.6473999,Cloudy,1001.09198
6.938550949,988.5648066,214.1432953,Rainy,870.8120728
7.43503809,1224.520579,210.6835022,Rainy,1065.642944
7.346372128,1179.864843,202.2606964,Sunny,999.538208
7.326743126,1170.134647,213.3815002,Windy,1090.782959
7.568226814,1293.290304,222.8262024,Cloudy,1114.883057
7.375741959,1194.528184,211.4967957,Sunny,977.6099854
6.604113102,847.3215728,207.1757965,Windy,713.2998047
7.269858837,1142.248473,204.4916992,Cloudy,940.6273193
7.653754234,1338.39242,206.0189056,Rainy,1214.921021
7.487399101,1251.445237,206.0948029,Rainy,1114.912964
7.312902927,1163.307356,203.9541931,Rainy,1027.079956
6.4169631,773.8909111,206.1159973,Sunny,679.6071167
6.85627079,952.5780992,217.5762024,Windy,836.7719727
7.139407158,1079.999509,217.4367981,Cloudy,893.1500244
7.10580492,1064.338099,217.245697,Rainy,901.9882202
7.443419933,1228.802605,224.360199,Rainy,1060.123047
6.698926926,886.0291772,225.1351013,Sunny,779.2860718
6.372520924,757.0215224,229.2877045,Sunny,703.4691162
4.838714123,297.3431572,237.4907074,Windy,269.2567139
3.080082893,19.07571417,244.9073944,Cloudy,25.31525993
4.347185135,190.3355056,230.287796,Rainy,137.5820007
4.075825214,137.2069776,253.0243073,Rainy,102.8774033
4.499042034,221.7969585,228.7397003,Cloudy,178.4515076
5.286794186,409.7068248,226.5641937,Rainy,343.1393127
5.784934998,554.8246509,223.4317932,Rainy,435.1068115
5.553357124,484.4808014,235.3596039,Cloudy,406.9784851
5.73307991,538.6160934,229.6949005,Rainy,448.7044983
6.945242882,991.5283739,222.7140961,Cloudy,800.6533203
6.200417042,693.7131984,233.0057983,Windy,655.5134888
7.247819901,1131.567291,232.7648926,Rainy,1025.270996
7.917921066,1483.349584,231.4539032,Sunny,1425.744995
8.098683357,1587.004881,229.9617004,Windy,1472.78894
6.775595188,918.0899935,232.7084961,Cloudy,909.2086792
6.971179962,1003.067649,227.3473053,Windy,968.4990845
7.34307909,1178.228577,229.7711029,Rainy,1085.182007
7.609018803,1314.683946,228.6051941,Sunny,1240.958008
7.301737785,1157.819641,228.8733978,Windy,1101.729004
6.964352131,1000.021808,229.792099,Cloudy,874.7224731
7.195750237,1106.599561,223.8283997,Rainy,842.2092896
7.437849045,1225.955428,221.5803986,Sunny,917.7385254
7.320701122,1167.150779,221.0438995,Windy,849.1314087
6.828896999,940.7885919,220.6609039,Cloudy,654.7645264
7.157936096,1088.699926,215.6087036,Rainy,847.4359131
7.904695034,1475.900894,215.2097931,Rainy,1219.274048
7.440392971,1227.254999,211.1994934,Sunny,1043.302979
6.53924799,821.4289149,211.5435028,Sunny,751.5518188
6.285941124,724.7738782,212.3737946,Windy,622.8776855
6.391759872,764.2977919,212.3955994,Cloudy,662.1469116
6.097199917,657.2706344,210.7232971,Rainy,571.3944702
5.501985073,469.5711229,208.0027008,Rainy,370.3487854
5.357986927,429.0597749,207.4002075,Sunny,338.7138977
4.811359882,290.9734447,207.7709961,Windy,254.6609039
5.34762001,426.2143445,211.4411011,Cloudy,372.598114
5.978822231,617.8738887,211.5314941,Sunny,504.1304016
6.022462845,631.5941791,209.9143982,Windy,494.7366028
6.19164896,690.5731721,197.8713074,Cloudy,536.3242188
6.357507229,751.3712578,194.5547028,Rainy,681.2307739
6.331501007,741.64198,198.0097961,Rainy,664.9816284
6.833683968,942.8437541,203.0960999,Sunny,891.1411133
7.962143898,1508.393117,203.2133026,Windy,1319.983032
8.221513748,1659.284444,197.0386047,Cloudy,1471.79895
7.813747883,1425.210328,198.4971924,Rainy,1247.624023
6.60129118,846.185252,193.4008942,Rainy,694.7996216
7.376666069,1194.991609,193.8800964,Cloudy,1068.959961
6.391584873,764.2314244,187.3292999,Rainy,627.7581177
5.897237778,590.8656356,180.2850037,Cloudy,454.7786865
5.863586903,579.92965,170.384903,Windy,446.8510132
7.182207108,1100.166518,181.0054932,Rainy,981.527771
6.128852844,668.3251305,177.1802063,Sunny,596.6862183
4.057250023,133.70249,169.3887939,Windy,100.2984009
4.179022789,156.9741283,181.822998,Cloudy,140.3307037
4.793194771,286.7724804,189.383606,Windy,233.2548981
4.390676975,199.2112925,187.8746948,Rainy,137.0063934
4.228185177,166.5751054,198.9326935,Sunny,114.788002
4.258862019,172.6286034,192.1172943,Windy,121.4857025
4.900619984,311.955305,196.9026031,Cloudy,230.169693
5.146485806,372.8184889,181.3276062,Sunny,248.4429016
4.556169987,233.9845861,174.8497925,Windy,159.7536011
5.319112778,418.4380708,178.6730957,Cloudy,299.6246033
5.178384781,381.0623224,166.2382965,Rainy,290.5631104
4.788315773,285.6480448,166.1195984,Sunny,234.2245941
4.914486885,315.2664121,172.9880066,Windy,276.630188
5.57296896,490.2377243,166.3986053,Cloudy,420.5224915
5.782372952,554.0174729,161.4102936,Rainy,430.6278992
7.909526825,1478.619856,149.8544006,Rainy,1131.89502
8.603092194,1891.937444,151.0442047,Sunny,1633.588989
9.22633934,2290.804198,157.3379974,Sunny,2047.962036
10.30049038,2965.222707,154.1699982,Windy,2396.175049
10.87994003,3228.384864,166.7559052,Cloudy,558.4265137
8.147626877,1615.6357,170.9642944,Rainy,524.5814819
8.097557068,1586.348754,173.0661011,Rainy,1536.473999
7.76677084,1399.399569,170.7532959,Sunny,1421.634033
8.603107452,1891.946962,175.4382935,Windy,1869.27002
9.236798286,2297.625616,183.3618927,Cloudy,2189.730957
9.101119995,2209.372587,187.9906006,Rainy,2280.789063
9.372789383,2386.540983,190.2223969,Rainy,2427.85791
8.834570885,2037.940727,193.5021057,Sunny,2178.084961
9.403022766,2406.354781,191.8522949,Sunny,2496.608887
10.54265022,3085.881377,186.0681,Windy,3012.137939
10.64976025,3134.240321,185.2176971,Cloudy,3042.054932
9.841424942,2689.496598,184.3594055,Rainy,2529.969971
8.907418251,2084.486885,183.7055054,Rainy,1848.623047
9.060670853,2183.174322,181.4067993,Sunny,1939.584961
8.694945335,1949.497886,176.2440033,Windy,1850.525024
8.452195168,1798.597672,177.8480072,Cloudy,1630.327026
8.372102737,1749.735578,176.4732971,Sunny,1564.635986
8.434202194,1787.577571,178.8580017,Windy,1495.447998
8.301309586,1706.973911,180.7021027,Cloudy,1564.937012
8.443800926,1793.45343,173.3034973,Rainy,1826.542969
7.997996807,1528.84976,174.3643951,Rainy,1634.281006
7.04429388,1036.053507,175.2480011,Sunny,1096.198975
6.102748871,659.2008172,174.9653015,Windy,668.4063721
7.125144958,1073.333834,168.9145966,Cloudy,1015.635986
7.513940811,1265.160083,167.1569977,Rainy,1208.708008
7.259142876,1137.046482,162.860199,Rainy,1104.777954
6.121085167,665.6024269,153.0785065,Cloudy,522.387085
5.847766876,574.829029,150.9020996,Rainy,536.397522
5.4857831,464.9194381,151.0437012,Cloudy,403.032196
6.159699917,679.2012262,162.7156067,Windy,640.2962036
6.548974991,825.2815711,168.7527008,Rainy,856.3256226
6.689681053,882.2090936,168.9024048,Sunny,932.4849854
7.475801945,1245.44574,173.5821075,Windy,1376.750977
6.926990986,983.458515,179.8769989,Cloudy,1003.030029
7.114134789,1068.206544,180.6213989,Windy,1134.967041
7.811076164,1423.735473,178.1278992,Rainy,1507.255981
8.149044037,1616.468116,177.3802032,Sunny,1651.055054
8.967650414,2123.15765,184.5531006,Windy,2031.52002
7.534730911,1275.886726,191.6233978,Cloudy,1308.488037
8.688857079,1945.666549,191.0944061,Rainy,1793.678955
9.220047951,2286.702238,188.0944977,Sunny,2084.773926
8.858812332,2053.401327,190.2460938,Windy,1890.524048
8.640852928,1915.536512,193.6636963,Cloudy,1741.109985
8.720710754,1965.736306,194.3453979,Rainy,1914.267944
8.379948616,1754.499928,195.358902,Rainy,1854.572998
9.23681736,2297.638058,196.4644012,Sunny,2271.259033
8.851280212,2048.594397,198.8506927,Sunny,2043.265015
7.775500774,1404.176431,197.9246979,Windy,1447.266968
7.915802002,1482.154871,200.3072052,Cloudy,1580.005981
8.265461922,1685.481109,205.3674927,Rainy,1791.380005
7.958837032,1506.51316,204.9208984,Rainy,1653.026001
7.493228912,1254.468967,203.0868073,Sunny,1328.930054
8.259368896,1681.839016,206.1313934,Windy,1725.38501
8.248199463,1675.170946,208.1931,Cloudy,1846.192993
9.195905685,2270.971241,210.3159027,Sunny,2199.105957
9.709180832,2597.608844,212.0375061,Windy,2437.365967
9.503987312,2443.052808,214.2837982,Cloudy,2277.193115
9.010520935,2150.775546,217.177002,Rainy,2043.82605
8.230665207,1664.725332,217.9515991,Rainy,1720.475952
7.760880947,1396.181845,212.404007,Sunny,1338.25
7.305148125,1159.49395,208.694397,Windy,1169.993042
6.916697979,978.9258048,210.1862946,Cloudy,1002.460022
7.240090847,1127.837466,214.3834076,Rainy,1104.290039
7.971399784,1513.661279,212.9295959,Rainy,1476.498047
8.475605011,1812.971746,211.087204,Cloudy,1741.936035
9.212332726,2281.673345,210.5700073,Rainy,2146.961914
9.474656105,2453.349141,211.905899,Cloudy,2310.988037
9.044733047,2172.867655,210.2301941,Windy,2091.774902
8.478246689,1814.596331,211.6246948,Rainy,1835.990967
7.758695126,1394.988754,211.2308044,Sunny,1466.797974
6.84911108,949.4857747,214.9833069,Windy,922.7778931
7.117507935,1069.775666,212.2958069,Cloudy,1008.106995
6.9161129,978.6685481,213.7174988,Windy,943.1107788
7.234817028,1125.297235,215.9653015,Rainy,1140.557983
6.503695965,807.4373786,217.1300964,Sunny,827.2052002
6.478253841,797.5108459,218.6679993,Windy,801.1237183
6.170815945,683.1454729,223.0005035,Cloudy,679.8209839
6.311348915,734.1531987,223.9819031,Sunny,697.1594238
6.539237022,821.424577,219.0693054,Windy,801.9691162
6.392261028,764.4878709,223.786499,Cloudy,728.5720215
5.149363995,373.5589302,229.6235962,Rainy,346.6856995
4.34602499,190.1001831,230.7418976,Sunny,197.9606018
4.566956043,236.3081274,233.2050018,Windy,244.2593994
3.991632938,126.3991248,231.7640991,Cloudy,140.9369049
3.41699791,43.25491363,195.5605011,Rainy,7.744999886
3.333947897,35.60802853,206.1304016,Rainy,-0.958999574
3.692104101,76.46797819,201.9600067,Sunny,45.11072922
4.303627014,181.550673,192.4131012,Sunny,96.53627777
3.067430019,18.52150522,196.4884949,Windy,15.84786034
3.672606945,73.71543044,193.7613983,Cloudy,51.47705078
3.754401922,85.67064233,194.6878967,Sunny,41.88864899
3.813918114,95.0423953,46.78144073,Sunny,37.31819916
3.539768934,56.58064609,35.28268051,Sunny,39.2279892
3.684020996,75.31944972,29.37000084,Windy,83.36720276
5.196488857,385.7779796,24.87668037,Cloudy,372.3539124
5.087099075,357.6887588,34.07735062,Rainy,370.7796021
4.317318916,184.3009576,33.56103897,Rainy,193.8451996
4.265349865,173.9151301,42.57110977,Sunny,164.5513
5.268417835,404.7819839,50.3271904,Windy,411.6083069
6.365681171,754.4444054,61.78839874,Cloudy,781.2047729
6.01602602,629.4106839,62.5736618,Sunny,663.6558228
5.338869095,423.819751,59.76343918,Windy,397.9407959
4.497951984,221.5663301,52.09217072,Cloudy,225.5791931
4.651455879,254.7644962,50.33544922,Rainy,255.9037018
4.567403793,236.4047381,52.23003006,Rainy,217.4463043
4.507339954,223.5549386,59.19908142,Rainy,207.2315063
4.35807085,192.547172,60.28544998,Sunny,183.1826019
4.762954235,279.8295745,61.9916687,Windy,250.0052948
4.972180843,329.194651,60.52375031,Cloudy,299.9541016
4.866295815,303.8195053,66.36049652,Rainy,282.9833069
4.75466013,277.9363066,66.02411652,Rainy,258.7084961
4.913588047,315.0513635,66.95031738,Sunny,310.6908875
5.171933174,379.3883231,63.11690903,Sunny,364.0643921
5.072480202,354.0072427,64.56555176,Windy,327.4386902
4.863729,303.2145094,65.62474823,Cloudy,284.5905151
4.931485176,319.3444535,66.84069061,Rainy,291.3023987
4.988963127,333.2928286,67.57539368,Rainy,301.5545044
5.161118984,376.5899685,65.11303711,Sunny,366.1124878
5.438509941,451.4838818,62.81476974,Windy,452.8363953
5.735558987,539.3848656,65.5859375,Cloudy,555.0496216
6.106021881,660.340864,66.55658722,Sunny,700.6447754
6.122786999,666.1983964,61.93339157,Windy,739.3690796
5.970517159,615.0921561,56.54870987,Cloudy,670.2421875
5.90183115,592.3675771,60.3712616,Rainy,639.0324707
6.314788818,735.4284025,61.00725174,Rainy,832.4177856
6.212303162,697.983012,61.24840164,Sunny,752.1906128
5.646367073,512.1072167,56.70261002,Windy,552.4729004
6.024518013,632.2922649,57.3397789,Cloudy,678.5598755
6.258107185,714.5788295,60.68690872,Rainy,777.2919922
6.326229095,739.678624,55.81758881,Rainy,875.7213135
5.796611786,558.5118617,54.75746155,Cloudy,659.1486206
5.897904873,591.0836253,53.02251816,Rainy,639.2755737
6.024456024,632.2712023,52.58990097,Cloudy,685.5474243
5.658778191,515.8563364,51.86700058,Windy,574.6569214
6.425879955,777.3015843,57.33806992,Rainy,855.3972168
6.653855801,867.5004762,57.78741837,Sunny,969.8280029
6.516151905,812.3234018,57.43635178,Windy,923.2561035
6.542150021,822.5772387,58.94919968,Cloudy,930.7728882
6.647768021,865.0157048,57.08433914,Windy,1014.497009
6.188592911,689.4806749,54.43610001,Rainy,785.163208
6.459283829,790.1560799,51.45763016,Sunny,951.3074951
6.460101128,790.4721321,54.4936409,Windy,953.6461182
6.764049053,913.2175461,53.46863174,Cloudy,1070.036011
6.887567997,966.1686673,56.67377853,Rainy,1072.849976
7.018945217,1024.540082,54.07608032,Sunny,1154.293945
7.497120857,1256.490513,50.88619995,Windy,1527.715942
6.865095139,956.3979391,55.8483696,Cloudy,1060.425049
7.925416946,1487.579638,56.38336182,Rainy,1679.468994
7.385661125,1199.509033,53.3940506,Rainy,1425.993042
8.42654705,1782.896509,58.71728897,Sunny,1928.474976
8.900672913,2080.166303,61.75883102,Sunny,2247.176025
8.474825859,1812.492679,58.99298096,Windy,2120.371094
8.117819786,1598.171801,58.81710815,Cloudy,1928.779053
8.462077141,1804.660415,57.5080719,Rainy,2149.746094
8.483652115,1817.922168,57.48067093,Rainy,1987.137939
8.708120346,1957.796448,54.40100861,Sunny,2182.110107
10.20090008,2910.821345,59.55500031,Windy,2750.666016
10.23466969,2929.590444,60.15219116,Cloudy,2709.11499
9.970438957,2773.584374,58.86643982,Sunny,2611.797119
10.50901031,3070.073268,59.10416031,Windy,2800.270996
9.640219688,2547.325398,59.10845947,Cloudy,2522.948975
10.4998703,3065.726157,59.01985931,Rainy,2831.955078
9.306689262,2343.275341,58.24116135,Rainy,2410.61499
10.27982998,2954.172332,59.82239914,Sunny,2732.243896
9.684203148,2579.586679,59.28673172,Windy,2527.843018
10.53862953,3084.007748,59.7088089,Cloudy,2882.062988
10.46525955,3049.061705,60.14799881,Rainy,2825.146973
9.6911726,2584.636997,63.81800079,Rainy,2538.644043
10.12845039,2869.41724,65.69651031,Cloudy,2744.648926
10.11373997,2860.818597,64.39724731,Rainy,2775.337891
9.372876167,2386.597838,65.15235901,Cloudy,2441.510986
9.90581131,2732.133706,66.02813721,Windy,2717.62207
11.16792965,3328.565529,68.97000122,Rainy,3216.736084
11.37322044,3388.891971,68.5474472,Sunny,3293.707031
11.11872959,3312.770487,66.55355072,Windy,3334.822998
11.37403011,3389.112533,65.95033264,Cloudy,3367.904053
11.2989502,3368.087396,67.25440216,Windy,3342.840088
12.07608032,3533.288126,66.07450104,Rainy,3564.530029
12.17994976,3547.201064,67.56646729,Sunny,3486.74707
11.23400974,3348.954665,65.70890808,Windy,3393.919922
10.77789021,3188.252467,65.92312622,Cloudy,3212.25293
11.09700966,3305.628404,64.09909058,Sunny,3281.011963
11.67292023,3461.663849,63.44781876,Windy,3303.51709
11.72784996,3473.13764,63.63703918,Cloudy,3361.974121
11.12858963,3315.978389,61.02930069,Rainy,3185.899902
11.47408009,3415.348524,64.5462265,Sunny,3384.829102
11.54854012,3433.584927,65.38469696,Windy,3477.148926
11.40839958,3398.352254,64.05818176,Cloudy,3349.049072
11.65450954,3457.692437,64.41280365,Rainy,3333.413086
11.94126987,3512.520702,64.44513702,Rainy,3445.048096
10.74057961,3172.946906,61.23548126,Sunny,3241.427979
11.61781025,3449.585612,60.75767899,Sunny,3419.26001
12.41837025,3572.517761,61.90393829,Windy,3497.623047
12.50769043,3579.702355,62.72647095,Cloudy,3480.658936
13.27252007,3600,60.20809937,Rainy,3595.883057
14.31540012,3600,61.23696899,Rainy,3603.353027
13.68109989,3600,62.01570129,Sunny,3566.25708
12.40122032,3570.997055,64.19917297,Windy,3518.574951
12.18190956,3547.446443,62.36317062,Cloudy,3538.774902
11.98581028,3519.726241,61.96212006,Sunny,3509.978027
11.75576019,3478.754229,56.20531845,Windy,3504.562012
11.14729977,3322.006972,56.17626953,Cloudy,3240.913086
11.92885017,3510.450189,55.23878098,Rainy,3477.295898
12.56774044,3583.84637,56.02552032,Rainy,3584.623047
12.24913979,3555.485141,54.56803894,Rainy,3541.718018
13.79876995,3600,58.38399887,Sunny,3596.51709
14.54133034,3600,60.92969894,Windy,3603.510986
13.22397041,3600,60.42744064,Cloudy,3603.240967
12.72951984,3592.317574,57.48976135,Rainy,3591.968994
13.00990009,3600,58.09407043,Rainy,3597.1521
13.17430019,3600,57.13282013,Sunny,3602.552002
14.56233025,3600,58.18450928,Sunny,3603.283936
13.27194977,3600,56.78237915,Windy,3596.761963
13.89455986,3600,57.52222824,Cloudy,3603.187988
14.24139977,3600,59.78976822,Rainy,3603.208984
15.25516987,3600,58.40953064,Rainy,3603.465088
14.51130009,3600,58.40116882,Sunny,3603.428955
14.1917696,3600,57.62599945,Windy,3602.49707
11.82894039,3492.807956,55.31911087,Cloudy,3361.237061
11.05809975,3292.571766,53.0735817,Sunny,3273.246094
12.60968018,3586.417327,54.73162079,Windy,3542.863037
12.11124992,3538.199635,54.45265961,Cloudy,3487.496094
13.7750597,3600,56.21313095,Rainy,3574.583008
14.24847984,3600,57.4250412,Rainy,3602.365967
12.70769978,3591.401532,49.59299088,Sunny,3535.250977
11.78859043,3485.178862,51.86394882,Windy,3520.308105
11.86291981,3499.006295,49.87722015,Cloudy,3332.406982
10.69172001,3152.381183,49.18434906,Rainy,3125.794922
11.87852955,3501.784951,48.0120697,Rainy,3411.551025
13.09630013,3600,48.49927139,Cloudy,3455.426025
14.00069046,3600,50.69002914,Rainy,3588.051025
13.25885963,3600,49.93661118,Cloudy,3601.75708
13.15999031,3600,49.53741837,Windy,3573.041016
12.94499016,3597.645262,49.57402039,Rainy,3590.634033
13.17527962,3600,49.7231102,Sunny,3596.047119
11.47916985,3416.629754,47.85671997,Windy,3364.819092
12.64048958,3588.137943,50.12448883,Cloudy,3549.249023
13.4467001,3600,46.57157898,Windy,3589.814941
13.52460957,3600,48.8921814,Rainy,3565.314941
14.80070972,3600,50.32587814,Sunny,3600.818115
13.25946999,3600,50.21089172,Windy,3573.712891
13.21625996,3600,47.98741913,Cloudy,3589.271973
13.79454994,3600,49.19858932,Rainy,3510.754883
12.87992954,3596.742319,47.12118149,Sunny,3587.754883
12.3499403,3566.175638,45.75968933,Windy,3504.685059
12.93515968,3597.547626,44.56708145,Cloudy,3506.226074
12.07015038,3532.439574,47.51438904,Rainy,3445.996094
13.46568012,3600,49.15068054,Rainy,3574.688965
13.05311012,3600,40.79841995,Sunny,3488.87207
13.05714989,3600,40.75283813,Sunny,3503.958008
12.62246037,3587.148282,47.54833984,Windy,3347.790039
11.55035973,3434.017043,43.33140945,Cloudy,3112.788086
14.32791042,3600,41.61008072,Rainy,3327.906006
11.99260998,3520.796173,42.48521042,Rainy,2640.381104
11.55994034,3436.281653,44.16669083,Sunny,2054.148926
11.7164402,3470.800339,39.55644989,Windy,1908.331055
11.90598965,3506.568679,41.32086945,Cloudy,1835.322998
12.28993988,3560.007524,43.52746964,Sunny,1805.360962
13.28411007,3600,43.68220139,Windy,1793.901001
13.92677975,3600,43.62179947,Cloudy,1765.411011
14.87893009,3600,42.4589386,Rainy,980.9821167
14.01292992,3600,44.84909821,Rainy,364.214386
12.56439018,3583.629568,41.90797043,Sunny,372.1028137
13.0060997,3600,43.64702988,Windy,357.2691956
12.19260025,3548.77392,42.76771927,Cloudy,361.2538147
12.55897999,3583.275882,40.37134171,Rainy,367.8652039
12.75306034,3593.227445,39.18413925,Rainy,360.869812
13.45409012,3600,37.67650986,Cloudy,359.9920959
14.73820972,3600,35.0669899,Rainy,359.2060852
14.24145031,3600,35.03020096,Cloudy,372.7349854
14.0689497,3600,34.63983917,Windy,379.5581055
14.54494953,3600,33.96102905,Rainy,383.7080078
14.9113903,3600,34.16986084,Sunny,390.6116943
16.84382057,3600,34.92731857,Windy,397.6158142
16.13022041,3600,35.56703186,Cloudy,417.4453125
16.28726959,3600,34.99151993,Windy,884.4188843
15.24129963,3600,35.74425888,Rainy,824.1192017
16.45137978,3600,34.79402924,Sunny,794.0396118
16.08036041,3600,34.08831024,Windy,1217.884033
16.75053978,3600,35.02362061,Cloudy,1284.390991
15.55852985,3600,35.96804047,Sunny,1074.524048
14.35068989,3600,35.29277039,Windy,712.5662231
14.52583027,3600,35.41324997,Cloudy,407.4122009
15.05801964,3600,34.69889069,Rainy,473.2986145
14.74473,3600,34.17552948,Sunny,434.6236877
15.16473007,3600,35.12015915,Windy,769.1849976
16.77611923,3600,35.41564178,Cloudy,1222.276001
15.51206017,3600,35.11315918,Rainy,934.4776001
15.69180012,3600,34.27190018,Rainy,848.7230225
15.95460033,3600,34.52136993,Sunny,983.6571045
16.08058929,3600,34.24098969,Sunny,1241.894043
14.67790031,3600,34.76691055,Windy,761.7824707
15.81194019,3600,33.81533813,Cloudy,809.8361816
14.57791996,3600,36.8608284,Rainy,789.6798096
12.87786007,3596.703647,37.74750137,Rainy,495.2713928
13.96817017,3600,38.27212906,Sunny,761.8853149
13.5261898,3600,36.8366394,Windy,788.5352173
14.78370953,3600,31.48656082,Cloudy,794.2363281
15.41481018,3600,34.28353882,Sunny,1020.682007
12.18725967,3548.113111,33.77355957,Windy,555.5546265
15.75191975,3600,35.82662964,Cloudy,1046.828979
15.36734962,3600,35.60588074,Rainy,987.7667236
14.06523991,3600,43.71318817,Rainy,552.2199707
14.93432999,3600,40.80258179,Rainy,706.6343994
14.88002014,3600,39.98149109,Sunny,602.6843262
14.54804039,3600,39.88174057,Windy,404.8211975
14.40456963,3600,40.58980179,Cloudy,460.986908
12.66975975,3589.641543,38.44348907,Rainy,414.019104
14.80443001,3600,37.47980118,Rainy,501.5857849
15.60114956,3600,37.58007813,Sunny,518.3956299
14.50531006,3600,36.54468155,Sunny,627.5477295
15.37574959,3600,38.20352936,Windy,493.6169128
16.33338928,3600,37.30873871,Cloudy,634.0880127
15.58170033,3600,37.51622009,Rainy,487.1355896
15.25695038,3600,38.96178818,Rainy,437.7571106
14.85155964,3600,39.32688904,Sunny,414.5194092
14.63654995,3600,37.80945969,Windy,391.6643066
14.40452003,3600,36.60818863,Cloudy,386.2250061
13.85463047,3600,37.53295898,Sunny,372.7309875
10.88652992,3230.890633,36.34542084,Windy,270.4981079
14.06085014,3600,27.7726593,Cloudy,373.1335144
12.93976021,3597.595033,29.35014915,Rainy,342.9891968
12.92605972,3597.444959,31.59255981,Rainy,312.3088074
12.12745953,3540.393879,31.21907043,Sunny,274.6456909
9.36560154,2381.832452,35.63309097,Windy,69.43295288
4.180531025,157.2668669,199.2545013,Cloudy,13.64013958
5.000227928,336.0555964,191.2433014,Rainy,262.8027954
5.197075844,385.9313252,187.9622955,Rainy,304.9075012
6.02660799,633.0026375,187.4524994,Sunny,548.1334229
6.615736008,852.0113607,187.384903,Windy,747.8093262
6.224112988,702.2404232,190.8246002,Cloudy,593.5028076
6.628953934,857.3633904,195.1253052,Rainy,773.6442261
7.460888863,1237.761135,195.8215027,Rainy,1142.384033
6.785480976,922.2743119,197.9134979,Cloudy,811.3214111
6.972999096,1003.880139,201.570694,Rainy,853.4119263
7.238627911,1127.132429,197.4566956,Cloudy,1054.509033
8.038964272,1552.388304,195.5261993,Windy,1694.58606
6.834468842,943.1809827,197.9452972,Rainy,1201.56897
6.576204777,836.1231451,202.8444061,Sunny,997.3594971
6.982643127,1008.194467,201.5675964,Windy,1163.276001
8.602573395,1891.613856,204.6177979,Cloudy,2067.144043
7.571663857,1295.084495,211.2463074,Windy,1617.161011
7.908737183,1478.175331,210.7736969,Rainy,1778.948975
8.690729141,1946.844401,208.513504,Sunny,2133.7229
10.1298399,2870.22607,202.9557037,Windy,2750.625977
9.667714119,2567.571134,201.0527954,Cloudy,2660.141113
9.104892731,2211.81899,201.758194,Rainy,2339.496094
8.949515343,2111.497719,202.8106995,Sunny,2175.629883
9.499038696,2469.357551,201.6004944,Windy,2613.375977
9.438357353,2429.528046,201.0258026,Cloudy,2602.799072
9.19630146,2271.229,200.5299072,Rainy,2456.895996
8.751609802,1985.26072,202.9412994,Rainy,2152.070068
7.307071209,1160.438821,208.7879944,Sunny,1471.972046
6.636927128,860.6014172,211.6692963,Sunny,1297.355957
7.402042866,1207.766837,203.5269928,Windy,1544.625977
8.430728912,1785.45313,198.1804962,Cloudy,1973.077026
8.197203636,1644.86783,197.7684021,Rainy,1876.155029
8.523535728,1842.526964,197.1273956,Rainy,2111.325928
9.728786469,2611.604753,198.873703,Sunny,2636.720947
9.30484581,2342.069904,202.2718964,Windy,2424.063965
8.884821892,2070.021607,205.2698059,Cloudy,2234.0979
9.179303169,2260.162348,200.7848969,Sunny,2467.947021
10.41011047,3021.837387,195.8871002,Windy,3099.246094
10.97842026,3264.769553,195.9897003,Cloudy,3395.185059
11.52194023,3427.194696,196.5151978,Rainy,3601.068115
11.70464039,3468.357848,197.6907043,Rainy,3601.423096
12.3526001,3566.435873,196.6466064,Sunny,3602.636963
12.19797993,3549.434858,202.4118042,Windy,735.859375
12.21065998,3550.974037,197.4669037,Cloudy,966.7770996
